Denier,Changeable Heel,Flare Potential,Shoe Warranty,Handle Type,Ball Quality,Bag Warranty,Bag Style,Brunswick Product Line,Fragrance,Particle Load,Performance,Roto Grip Product Line,Durometer,Viz Style,Changeable Sole,Mass Bias Diff,Finish,Storm Product Line,Brand,Ball Color,Bag Size,RG,Perfect Scale,Factory Finish,Release Date,Core Type,Laces/Easy Strap,Shoe Mfg Part #,Ball Sports League,Gender,Differential,Product ID,OTB Style,Bag Mfg Part #,Ball Warranty,name,Shoe Size Capacity,Coverstock,url,Core Name,Holds Shoes,Lane Condition,Breakpoint Shape,Shoe Color,Bowling Hand (Shoes),Coverstock Name,Bag Color
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,Red/Orange Pearl,,2.560,81.6,,,,,,,,,2890,,,,Track Heat,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/2890/heat.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,Blue/Red/Orange,,2.500,158.0,,02/01/2006,,,,,,,4125,,,,Track Heat Blast,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/4125/heat-blast.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Brunswick,Blue,,0.000,45.0,,,,,,,,,3807,,,,Brunswick Heat Blue Sanded,,Urethane,https://www.bowlingball.com/products/bowling-balls/brunswick/3807/heat-blue-sanded.html,,,Medium,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,AMF 300,Burgundy,,2.470,186.4,,07/15/2007,,,,,,,5714,,,,AMF 300 Heist,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/5714/heist.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Circle,Blue/Green,,2.595,144.0,,,,,,,,,1866,,,,Circle Hero,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/circle/1866/hero.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Dyno-Thane,Black/Emerald,,2.500,165.0,,,,,,,,,3122,,,,Dyno-Thane High Energy,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dyno-thane/3122/high-energy.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,Burgundy,,2.580,71.1,,,,,,,,,2107,,,,Track Hex-plosion,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/2107/hex-plosion.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Matte,,Dyno-Thane,Black/Emerald,,2.500,165.0,,,,,,,,,3973,,,,Dyno-Thane High Energy Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dyno-thane/3973/high-energy-pro-pin.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Hammer,Violet Sparkle,,2.470,175.9,,,,,,,,,2844,,,,Hammer High Rev,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/2844/high-rev.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Circle,Blue/Silver Pearl,,2.520,145.5,,07/15/2006,,,,,,,4541,,,,Circle High Voltage,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/circle/4541/high-voltage.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Black/Blue,,2.530,164.5,,,,,,,,,4631,,,,Storm Hi-Power G,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4631/hi-power-g.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Black/Blue,,2.530,164.5,,,,,,,,,4418,,,,Storm Hi-Power G Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4418/hi-power-g-pro-pin.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Black/Blue,,2.530,164.5,,,,,,,,,4630,,,,Storm Hi-Power G Pro CG - bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4630/hi-power-g-pro-cg-bowlingballcom-exclusive.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Sapphire Blue/Forest Green,,2.540,131.0,,,,,,,,,2932,,,,Storm Hot Rod Hybrid Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2932/hot-rod-hybrid-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Sapphire Blue Pearl  Forest Gr,,2.540,131.0,,,,,,,,,2800,,,,Storm Hot Rod Hybrid,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2800/hot-rod-hybrid.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Blue,,2.674,41.0,,,,,,,,,2633,,,,Storm Hit Blue Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2633/hit-blue-pearl.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Roto Grip,Crimson/Black,,2.470,155.2,,,,,,,,,5056,,,,Roto Grip Horizon Solid Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/5056/horizon-solid-pro-pin.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Roto Grip,Sunset Orange/Desert Copper,,2.470,149.0,,04/10/2006,,,,,,,4270,,,,Roto Grip Horizon Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/4270/horizon-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Flourescent Red/Black,,2.540,146.0,,,,,,,,,2011,,,,Storm Hot Rod Pro Stock,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2011/hot-rod-pro-stock.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Red,,2.674,41.0,,,,,,,,,2634,,,,Storm Hit Red Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2634/hit-red-pearl.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Candy Apple Red/Chrome,,2.560,90.0,,,,,,,,,2631,,,,Storm Hot Rod,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2631/hot-rod.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Purple,,2.674,41.0,,,,,,,,,2635,,,,Storm Hit Purple Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2635/hit-purple-pearl.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Aqua/Silver,,2.540,126.0,,,,,,,,,2629,,,,Storm Hot Rod Pro Stock Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2629/hot-rod-pro-stock-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Aqua/Silver,,2.540,126.0,,,,,,,,,2744,,,,Storm Hot Rod Pro Stock Pearl Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2744/hot-rod-pro-stock-pearl-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Floresant Red/Black,,2.540,146.0,,,,,,,,,2925,,,,Storm Hot Rod Pro Stock Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/2925/hot-rod-pro-stock-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Navy/Peach,,2.560,156.0,,,,,,,,,3119,,,,Storm Hot Rod Super Sport,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/3119/hot-rod-super-sport.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Storm,Candy Apple Red/Purple Flame,,2.560,156.0,,,,,,,,,3984,,,,Storm Hot Rod Super Sport Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/3984/hot-rod-super-sport-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Storm,Candy Apple Red/Purple Flame,,2.560,156.0,,,,,,,,,4101,,,,Storm Hot Rod Super Sport Pearl Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4101/hot-rod-super-sport-pearl-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Matte,,Ebonite,,,0.000,0.0,,,,,,,,,6841,,,,Ebonite Hurricane Red Pearl,,Urethane,https://www.bowlingball.com/products/bowling-balls/ebonite/6841/hurricane-red-pearl.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Ebonite,White with a Blue Stripe,,0.000,5.0,,,,,,,,,2049,,,,Ebonite Hustler Series 10 Ball,,Plastic,https://www.bowlingball.com/products/bowling-balls/ebonite/2049/hustler-series-10-ball.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Navy/Peach,,2.560,156.0,,,,,,,,,4105,,,,Storm Hot Rod Super Sport Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/4105/hot-rod-super-sport-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Storm,Sky Blue/Red Hot,,2.560,110.0,,,,,,,,,3430,,,,Storm Hot Wire,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/3430/hot-wire.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Ebonite,White with a Red Stripe,,0.000,5.0,,,,,,,,,2050,,,,Ebonite Hustler Series 11 Ball,,Plastic,https://www.bowlingball.com/products/bowling-balls/ebonite/2050/hustler-series-11-ball.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Ebonite,Hunter Green,,0.000,5.0,,,,,,,,,3734,,,,Ebonite Hustler Series 6 Ball,,Plastic,https://www.bowlingball.com/products/bowling-balls/ebonite/3734/hustler-series-6-ball.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Ebonite,White with a Purple Stripe,,0.000,5.0,,,,,,,,,2051,,,,Ebonite Hustler Series 12 Ball,,Plastic,https://www.bowlingball.com/products/bowling-balls/ebonite/2051/hustler-series-12-ball.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Lane #1,Purple/Black,,0.000,177.1,,,,,,,,,3656,,,,Lane #1 Hybrid Dirty Bomb,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/3656/hybrid-dirty-bomb.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Columbia 300,Sky/Navy,,2.515,119.0,,,,,,,,,1802,,,,Columbia 300 Hyde,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/1802/hyde.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Performance[4],,,,,,Polished,,Columbia 300,Red/Amber Pearl,,2.500,151.0,,06/15/2006,,,,,,,4447,,,,Columbia 300 Hyjinx,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/4447/hyjinx.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Columbia 300,Sky/Purple/Brick,,2.570,155.8,,,,,,,,,1614,,,,Columbia 300 Icon,,Particle,https://www.bowlingball.com/products/bowling-balls/columbia-300/1614/icon.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Brunswick,Black/Grey,,2.513,186.5,,02/01/2006,,,,,,,4248,,,,Brunswick Hyper Zone H - Bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4248/hyper-zone-h-bowlingballcom-exclusive.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,CSI,Red,,0.000,112.6,,,,,,,,,3684,,,,CSI Hypower Red,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/csi/3684/hypower-red.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Orange/Royal Pearl,,2.513,173.2,,02/01/2006,,,,,,,4247,,,,Brunswick Hyper Zone S - Bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4247/hyper-zone-s-bowlingballcom-exclusive.html,,,Medium,,,,,
,,,,,Second,,,,,,,,,,,,Sanded,,Columbia 300,Sky/Navy,,2.515,119.0,,,,,,,,,4293,,,,Columbia 300 Hyde X Blem,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/4293/hyde-x-blem.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Hammer,Blue/Silver,,2.715,5.0,,,,,,,,,5297,,,,Hammer Ice Claw,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/5297/ice-claw.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Columbia 300,Purple/Red/Orange,,2.528,185.0,,,,,,,,,1657,,,,Columbia 300 Icon 300,,Particle,https://www.bowlingball.com/products/bowling-balls/columbia-300/1657/icon-300.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Columbia 300,Red/Purple/Blue,,2.540,172.2,,,,,,,,,1642,,,,Columbia 300 Icon 2,,Particle,https://www.bowlingball.com/products/bowling-balls/columbia-300/1642/icon-2.html,,,Medium,,,,,
,,,,,Second,,,,,,,,,,,,Polished,,Columbia 300,Sky/Purple/Brick,,2.570,155.8,,,,,,,,,4294,,,,Columbia 300 Icon X Blem,,Particle,https://www.bowlingball.com/products/bowling-balls/columbia-300/4294/icon-x-blem.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Quantum,Indigo Blue,,0.000,148.8,,,,,,,,,1494,,,,Quantum Indigo,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/quantum/1494/indigo.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Sanded,,Ebonite,Navy/Royal/Burgundy,,2.460,204.6,,07/18/2006,,,,,,,4449,,,,Ebonite Infinite One,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/4449/infinite-one.html,Inverted Centrex Symmetrical Mass Bias,,Heavy,,,,GB 12.1,
,,,,,,,,,,,,,,,,,,,Mini Viz-A-Ball,,,,,,,,,,,,,4131,,,,Mini Viz-A-Ball It's A Girl,,,https://www.bowlingball.com/products/bowling-balls/mini-viz-a-ball/4131/its-a-girl.html,,,,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Brunswick,Smoke and Fire Pearl,,2.513,189.8,,,,,,,,,1664,,,,Brunswick Inferno,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/1664/inferno.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Track,Black/Red Pearl,,2.540,176.5,,09/05/2006,,,,,,,4685,,,,Track Inertia,,Particle,https://www.bowlingball.com/products/bowling-balls/track/4685/inertia.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Columbia 300,Burgundy/Purple Pearl with Neo,,2.490,110.0,,,,,,,,,1801,,,,Columbia 300 Jekyll,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/1801/jekyll.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Black,,0.000,0.0,,,,,,,,,5327,,,,Brunswick Johnny Petraglia LT-48 Gold,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/5327/johnny-petraglia-lt-48-gold-.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Performance[4],,,,,,Polished,,Columbia 300,Blue/Teal/Silver,,2.500,132.2,,06/15/2006,,,,,,,4448,,,,Columbia 300 Jinx,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/4448/jinx.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Sunfire Orange,,2.575,151.4,,,,,,,,,1909,,,,Brunswick Intense Inferno,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/1909/intense-inferno.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,AMF 300,Blue/Red with White Engraving,,2.563,131.0,,,,,,,,,2075,,,,AMF 300 Justice,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/2075/justice.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Ebonite,Bright Red/Tangerine,,2.480,196.7,,,,,,,,,1836,,,,Ebonite Killer Instinct Sanded,,Particle,https://www.bowlingball.com/products/bowling-balls/ebonite/1836/killer-instinct-sanded.html,,,Heavy,,,,,
,,7+ Inches (High),,,Second,,,,,,Pro Performance[10],International,,,,.018,Polished,,Roto Grip,Black Pearl/Red/Silver,,2.55,201.6,1500 Polished,,Asymmetric,,,,,.054,7732,,,,Roto Grip Killer Cell 2nd,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/roto-grip/7732/killer-cell-2nd.html,Nucleusâ„¢,,Medium-Heavy,,,,Cytoplasmic XLâ„¢ Hybrid Reactive,
,,,,,First Quality,,,,,,,,,,,,Polished,,AMF 300,Blue/Silver with White Engravi,,2.525,110.0,,,,,,,,,2076,,,,AMF 300 Justice Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/2076/justice-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Ebonite,Red to Gold Chromoflair Pearl,,2.480,158.9,,,,,,,,,1835,,,,Ebonite Killer Instinct Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/1835/killer-instinct-pearl.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,.033,Matte,,Morich,Black/Teal/Fushia,,2.486,203.5,,08/27/2007,,,,,,.049,7508,,,,Morich LevRG Blem,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/morich/7508/levrg-blem.html,EZ Rev,,Medium-Heavy,,,,C4  Solid Reactive,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Matte,,Storm,Ocean Blue,,,145.2,,,,,,,,,6135,,,,Storm Lightning Revive Pro Pin - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6135/lightning-revive-pro-pin-overseas-release.html,,,Medium,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Track,Green/Black,,2.520,182.8,,02/15/2006,,,,,,,4153,,,,Track Machine,,Particle,https://www.bowlingball.com/products/bowling-balls/track/4153/machine.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,,,0.000,75.8,,,,,,,,,3294,,,,Track Magic Gold LF,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/3294/magic-gold-lf.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,,,0.000,75.8,,,,,,,,,3301,,,,Track Magic ABS,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/3301/magic-abs.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,,,0.000,75.8,,,,,,,,,3295,,,,Track Magic Gold Pearl LF,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/3295/magic-gold-pearl-lf.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Track,,,0.000,73.5,,,,,,,,,3436,,,,Track Magic/R Blue Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/track/3436/magicr-blue-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Ebonite,Dark Blue,,0.000,25.0,,,,,,,,,3519,,,,Ebonite Magnum Dark Blue Sanded,,Urethane,https://www.bowlingball.com/products/bowling-balls/ebonite/3519/magnum-dark-blue-sanded.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Dyno-Thane,Fushia/Black,,2.480,179.5,,,,,,,,,3593,,,,Dyno-Thane Major Assault,,Particle,https://www.bowlingball.com/products/bowling-balls/dyno-thane/3593/major-assault.html,,,Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,High Polish,,Ebonite,Green/Orange/Blue,,0.000,5.0,,,,,,,,,3526,,,,Ebonite Magnum Green/Orange/Blue,,Plastic,https://www.bowlingball.com/products/bowling-balls/ebonite/3526/magnum-greenorangeblue.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Roto Grip,Black Pearl/Violet Solid,,2.54,182.1,,,,,,,,,6613,,,,Roto Grip Master Illusion,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/6613/master-illusion.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Black Pearl/Red Pearl,,2.573,146.3,,02/01/2006,,,,,,,4724,,,,Brunswick Master Zone Black Pearl/Red Pearl- Bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4724/master-zone-black-pearlred-pearl-bowlingballcom-exclusive.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Black/Chrome Pearl,,2.573,146.3,,02/01/2006,,,,,,,4250,,,,Brunswick Master Zone - Bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4250/master-zone-bowlingballcom-exclusive.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Ebonite,Black/Silver Pearl,,2.510,0.0,,,,,,,,,5348,,,,Ebonite Matrix Trimax,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/5348/matrix-trimax.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Ebonite,Gold/Wine Pearl,,2.480,80.0,,,,,,,,,3521,,,,Ebonite Matrix Conquest,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/3521/matrix-conquest.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,AMF 300,Blue,,2.440,205.0,,,,,,,,,2826,,,,AMF 300 Maximum Velocity,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/2826/maximum-velocity.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Morich,Red/Orange/Yellow,,2.512,192.1,,,,,,,,,1881,,,,Morich Mayhem,,Particle,https://www.bowlingball.com/products/bowling-balls/morich/1881/mayhem.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Columbia 300,Cherry Red Pearl,,2.577,98.1,,,,,,,,,3817,,,,Columbia 300 Messenger Cherry Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/3817/messenger-cherry-pearl.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Matte,,Columbia 300,Nautical Blue,,2.577,98.1,,,,,,,,,5378,,,,Columbia 300 Messenger Nautical Blue,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/5378/messenger-nautical-blue.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Brunswick,Copper Pearl/Silver Pearl,,2.513,159.9,,08/01/2006,,,,,,,4721,,,,Brunswick Mega Zone S - bowlingball.com Exclusive International Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4721/mega-zone-s-bowlingballcom-exclusive-international-release.html,,,Medium-Heavy,,,,,
,,,,,Second,,,,,,,,,,,,Polished,,Columbia 300,Orange Flame,,2.577,98.1,,,,,,,,,5379,,,,Columbia 300 Messenger Pearl Flame X Out,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/5379/messenger-pearl-flame-x-out.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Brunswick,Dark Blue/Light Blue,,2.555,174.8,,08/01/2006,,,,,,,4722,,,,Brunswick Mega Zone H - bowlingball.com Exclusive International Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/4722/mega-zone-h-bowlingballcom-exclusive-international-release.html,,,Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Roto Grip,Pink/Green,,2.600,105.8,,,,,,,,,3778,,,,Roto Grip Mercury Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/3778/mercury-pro-pin.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Roto Grip,Pink/Green,,2.600,105.8,,,,,,,,,4235,,,,Roto Grip Mercury,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/4235/mercury.html,,,Dry,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Columbia 300,Black,,0.000,,,,,,,,,,3841,,,,Columbia 300 Messenger Black,,Urethane,https://www.bowlingball.com/products/bowling-balls/columbia-300/3841/messenger-black.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Track,Black Pearl,,2.540,176.5,,07/15/2006,,,,,,,4542,,,,Track Mean Machine,,Particle,https://www.bowlingball.com/products/bowling-balls/track/4542/mean-machine.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Morich,Red/Orange/Yellow,,2.512,192.1,,,,,,,,,5005,,,,Morich Mayhem LRB,,Particle,https://www.bowlingball.com/products/bowling-balls/morich/5005/mayhem-lrb.html,,,Medium-Heavy,,,,,
,,,,,Second,,,,,,,,,,,,Matte,,Columbia 300,Blue/Red/Yellow,,2.547,0.0,,,,,,,,,5339,,,,Columbia 300 Messenger TEC 2nd,,Particle,https://www.bowlingball.com/products/bowling-balls/columbia-300/5339/messenger-tec-2nd.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,,,,,,,Polished,,Columbia 300,Purple/Red Pearl w/Neon Green/,,2.479,143.4,,,,,,,,,2887,,,,Columbia 300 Messenger Ti Low RG,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/2887/messenger-ti-low-rg.html,,,Medium,,,,,
,,,,,First Quality,,,,,,,,,,,,Sanded,,Columbia 300,Blue/Wine/Jade,,2.509,123.0,,,,,,,,,1948,,,,Columbia 300 Messenger Ti Traction,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/1948/messenger-ti-traction.html,,,Medium-Heavy,,,,,
